fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"5762","06","037","203720","3","060372037203",Block Group 3,G5030,S,"119996","0","+34.0456185","-118.2031569",,,,,
"5763","06","037","203800","2","060372038002",Block Group 2,G5030,S,"111000","0","+34.0462371","-118.1952157",,,,,
"5764","06","037","203800","3","060372038003",Block Group 3,G5030,S,"172041","0","+34.0442796","-118.1968908",,,,,
"5765","06","037","203900","1","060372039001",Block Group 1,G5030,S,"138364","0","+34.0367415","-118.1936704",,,,,
"5766","06","037","204110","3","060372041103",Block Group 3,G5030,S,"111615","0","+34.0360106","-118.1991321",,,,,
"5767","06","037","203900","2","060372039002",Block Group 2,G5030,S,"150359","0","+34.0331522","-118.1943375",,,,,
"5768","06","037","203900","3","060372039003",Block Group 3,G5030,S,"160135","0","+34.0306841","-118.1953257",,,,,
"5769","06","037","204110","1","060372041101",Block Group 1,G5030,S,"405906","0","+34.0396316","-118.1978265",,,,,
"5770","06","037","204120","1","060372041201",Block Group 1,G5030,S,"127682","0","+34.0346289","-118.2028270",,,,,
"5771","06","037","204120","2","060372041202",Block Group 2,G5030,S,"135720","0","+34.0331958","-118.1996073",,,,,
"5772","06","037","204200","2","060372042002",Block Group 2,G5030,S,"150368","0","+34.0428435","-118.2055749",,,,,
"5773","06","037","670100","3","060376701003",Block Group 3,G5030,S,"692083","0","+33.7817239","-118.3134268",,,,,
"5774","06","037","533402","2","060375334022",Block Group 2,G5030,S,"195838","0","+33.9895482","-118.1919279",,,,,
"5775","06","037","670100","2","060376701002",Block Group 2,G5030,S,"186774","0","+33.7876831","-118.3252663",,,,,
"5776","06","037","463300","1","060374633001",Block Group 1,G5030,S,"355877","0","+34.1391491","-118.0990909",,,,,
"5777","06","037","480012","1","060374800121",Block Group 1,G5030,S,"217899","0","+34.1213082","-118.0704895",,,,,
"5778","06","037","920037","2","060379200372",Block Group 2,G5030,S,"225746","0","+34.4107129","-118.4547148",,,,,
"5779","06","037","401703","1","060374017031",Block Group 1,G5030,S,"449472","0","+34.1062565","-117.7526372",,,,,
"5780","06","037","572100","1","060375721001",Block Group 1,G5030,S,"676133","113162","+33.8224328","-118.2032005",0.00162394085187382,0.000910746812386157,"Block Group 1, Census Tract 5721, Los Angeles County, California","1098","1"
"5781","06","037","553801","3","060375538013",Block Group 3,G5030,S,"180840","0","+33.8924935","-118.1762092",,,,,
"5782","06","037","553802","1","060375538021",Block Group 1,G5030,S,"637380","0","+33.8855285","-118.1643537",,,,,
"5783","06","037","553802","2","060375538022",Block Group 2,G5030,S,"640764","0","+33.8854826","-118.1730766",,,,,
"5784","06","037","553901","1","060375539011",Block Group 1,G5030,S,"289490","0","+33.8928418","-118.1447507",,,,,
"5785","06","037","553901","2","060375539012",Block Group 2,G5030,S,"340923","0","+33.8928386","-118.1490250",,,,,
"5786","06","037","553901","4","060375539014",Block Group 4,G5030,S,"292342","0","+33.8927641","-118.1580603",,,,,
"5787","06","037","553902","1","060375539021",Block Group 1,G5030,S,"388806","0","+33.8855513","-118.1573622",,,,,
"5788","06","037","553902","2","060375539022",Block Group 2,G5030,S,"248906","0","+33.8855648","-118.1530293",,,,,
"5789","06","037","650501","1","060376505011",Block Group 1,G5030,S,"377538","0","+33.8508890","-118.3584995",,,,,
"5790","06","037","293202","1","060372932021",Block Group 1,G5030,S,"214073","0","+33.8245351","-118.3043798",,,,,
"5791","06","037","570001","4","060375700014",Block Group 4,G5030,S,"285946","0","+33.8672998","-118.1211697",,,,,
"5792","06","037","502301","2","060375023012",Block Group 2,G5030,S,"136753","0","+33.9622387","-118.0732247",,,,,
"5793","06","037","603900","6","060376039006",Block Group 6,G5030,S,"427137","0","+33.8970594","-118.3610217",,,,,
"5794","06","037","603900","1","060376039001",Block Group 1,G5030,S,"141001","0","+33.9011448","-118.3558492",,,,,
"5795","06","037","554900","5","060375549005",Block Group 5,G5030,S,"330949","0","+33.8595267","-118.0847428",,,,,
"5796","06","037","570003","1","060375700031",Block Group 1,G5030,S,"312354","0","+33.8654165","-118.1361460",,,,,
"5797","06","037","570003","2","060375700032",Block Group 2,G5030,S,"271071","0","+33.8640608","-118.1383252",,,,,
"5798","06","037","408703","2","060374087032",Block Group 2,G5030,S,"6322695","0","+33.9671149","-117.8723569",,,,,
"5799","06","037","570003","4","060375700034",Block Group 4,G5030,S,"176545","0","+33.8621004","-118.1443917",,,,,
"5800","06","037","570003","5","060375700035",Block Group 5,G5030,S,"206113","0","+33.8665360","-118.1445608",,,,,
"5801","06","037","570100","1","060375701001",Block Group 1,G5030,S,"406626","0","+33.8646127","-118.1489204",,,,,
"5802","06","037","570100","2","060375701002",Block Group 2,G5030,S,"747740","0","+33.8643812","-118.1555600",,,,,
"5803","06","037","570202","2","060375702022",Block Group 2,G5030,S,"317709","0","+33.8764354","-118.1740489",,,,,
"5804","06","037","570202","4","060375702024",Block Group 4,G5030,S,"320495","0","+33.8781325","-118.1838934",,,,,
"5805","06","037","575103","1","060375751031",Block Group 1,G5030,S,"130297","0","+33.7879940","-118.1548974",,,,,
"5806","06","037","575201","1","060375752011",Block Group 1,G5030,S,"161855","0","+33.7880413","-118.1741559",,,,,
"5807","06","037","575201","3","060375752013",Block Group 3,G5030,S,"234554","0","+33.7843767","-118.1773094",,,,,
"5808","06","037","575202","2","060375752022",Block Group 2,G5030,S,"121111","0","+33.7844208","-118.1725250",,,,,
"5809","06","037","575300","1","060375753001",Block Group 1,G5030,S,"273269","0","+33.7866845","-118.1826480",,,,,
"5810","06","037","575300","2","060375753002",Block Group 2,G5030,S,"177191","0","+33.7839622","-118.1863910",,,,,
"5811","06","037","261101","2","060372611012",Block Group 2,G5030,S,"4446940","151199","+34.1126013","-118.4072679",,,,,
"5812","06","037","433801","1","060374338011",Block Group 1,G5030,S,"202786","0","+34.0546664","-118.0378337",,,,,
"5813","06","037","460000","2","060374600002",Block Group 2,G5030,S,"507339","0","+34.1660765","-118.0741534",,,,,
"5814","06","037","573700","2","060375737002",Block Group 2,G5030,S,"192573","0","+33.8248845","-118.1060423",,,,,
"5815","06","037","573700","1","060375737001",Block Group 1,G5030,S,"420249","1861","+33.8287010","-118.1037647",,,,,
"5816","06","037","573700","3","060375737003",Block Group 3,G5030,S,"292271","0","+33.8205684","-118.1123617",,,,,
"5817","06","037","573700","5","060375737005",Block Group 5,G5030,S,"224360","0","+33.8264002","-118.1115607",,,,,
"5818","06","037","573800","1","060375738001",Block Group 1,G5030,S,"641256","0","+33.8271032","-118.0956231",,,,,
"5819","06","037","573800","3","060375738003",Block Group 3,G5030,S,"305382","0","+33.8204404","-118.1034959",,,,,
"5820","06","037","573800","4","060375738004",Block Group 4,G5030,S,"294918","0","+33.8248985","-118.1015207",,,,,
"5821","06","037","574300","3","060375743003",Block Group 3,G5030,S,"272564","0","+33.7987955","-118.1225326",,,,,
"5822","06","037","600100","2","060376001002",Block Group 2,G5030,S,"169560","0","+33.9540346","-118.2980668",,,,,
"5823","06","037","600202","2","060376002022",Block Group 2,G5030,S,"363802","0","+33.9414912","-118.3019378",,,,,
"5824","06","037","575102","2","060375751022",Block Group 2,G5030,S,"243570","0","+33.7838076","-118.1614625",,,,,
"5825","06","037","575401","1","060375754011",Block Group 1,G5030,S,"312306","68477","+33.7843597","-118.2020714",,,,,
"5826","06","037","575401","2","060375754012",Block Group 2,G5030,S,"129180","0","+33.7857969","-118.1999696",,,,,
"5827","06","037","575401","3","060375754013",Block Group 3,G5030,S,"218963","0","+33.7882580","-118.1996153",,,,,
"5828","06","037","554001","1","060375540011",Block Group 1,G5030,S,"297603","0","+33.8996949","-118.1279631",,,,,
"5829","06","037","554001","2","060375540012",Block Group 2,G5030,S,"272873","0","+33.8958890","-118.1319595",,,,,
"5830","06","037","554001","3","060375540013",Block Group 3,G5030,S,"229262","0","+33.8984404","-118.1368650",,,,,
"5831","06","037","570402","1","060375704021",Block Group 1,G5030,S,"752238","98017","+33.8701825","-118.1960983",,,,,
"5832","06","037","570402","3","060375704023",Block Group 3,G5030,S,"217325","0","+33.8681847","-118.1988824",,,,,
"5833","06","037","570501","1","060375705011",Block Group 1,G5030,S,"572012","0","+33.8672886","-118.1825580",,,,,
"5834","06","037","570501","2","060375705012",Block Group 2,G5030,S,"282341","0","+33.8709657","-118.1801788",,,,,
"5835","06","037","570501","3","060375705013",Block Group 3,G5030,S,"392867","0","+33.8709850","-118.1756426",,,,,
"5836","06","037","570603","2","060375706032",Block Group 2,G5030,S,"190279","0","+33.8569457","-118.1618814",,,,,
"5837","06","037","573902","1","060375739021",Block Group 1,G5030,S,"686217","8639","+33.8135353","-118.0775765",,,,,
"5838","06","037","574000","1","060375740001",Block Group 1,G5030,S,"355579","0","+33.8160376","-118.0941825",,,,,
"5839","06","037","574000","5","060375740005",Block Group 5,G5030,S,"557337","0","+33.8124181","-118.1050523",,,,,
"5840","06","037","554001","4","060375540014",Block Group 4,G5030,S,"283000","0","+33.9019663","-118.1332341",,,,,
"5841","06","037","554002","1","060375540021",Block Group 1,G5030,S,"494607","0","+33.8917580","-118.1277191",,,,,
"5842","06","037","554002","2","060375540022",Block Group 2,G5030,S,"535849","0","+33.8926991","-118.1389191",,,,,
"5843","06","037","554002","3","060375540023",Block Group 3,G5030,S,"239212","0","+33.8923781","-118.1340155",,,,,
"5844","06","037","554101","1","060375541011",Block Group 1,G5030,S,"192201","0","+33.8966858","-118.1238598",,,,,
"5845","06","037","554403","1","060375544031",Block Group 1,G5030,S,"484779","0","+33.8756899","-118.1382334",,,,,
"5846","06","037","554403","2","060375544032",Block Group 2,G5030,S,"359201","0","+33.8709527","-118.1382015",,,,,
"5847","06","037","554404","1","060375544041",Block Group 1,G5030,S,"323367","0","+33.8766270","-118.1295425",,,,,
"5848","06","037","570501","4","060375705014",Block Group 4,G5030,S,"238716","0","+33.8655934","-118.1787981",,,,,
"5849","06","037","570502","2","060375705022",Block Group 2,G5030,S,"1350581","0","+33.8673686","-118.1645158",0.00149565261172784,0.00099009900990099,"Block Group 2, Census Tract 5705.02, Los Angeles County, California","2020","2"
"5850","06","037","570502","3","060375705023",Block Group 3,G5030,S,"198248","0","+33.8634463","-118.1715942",,,,,
"5851","06","037","570601","2","060375706012",Block Group 2,G5030,S,"298343","0","+33.8600079","-118.1811271",,,,,
"5852","06","037","570601","3","060375706013",Block Group 3,G5030,S,"184263","0","+33.8531171","-118.1805749",,,,,
"5853","06","037","570602","1","060375706021",Block Group 1,G5030,S,"362714","0","+33.8545375","-118.1727102",,,,,
"5854","06","037","570602","2","060375706022",Block Group 2,G5030,S,"323891","0","+33.8559315","-118.1753580",,,,,
"5855","06","037","570602","3","060375706023",Block Group 3,G5030,S,"162442","0","+33.8610226","-118.1729389",,,,,
"5856","06","037","570602","4","060375706024",Block Group 4,G5030,S,"193453","0","+33.8554796","-118.1692867",,,,,
"5857","06","037","570603","3","060375706033",Block Group 3,G5030,S,"298607","0","+33.8573910","-118.1659407",,,,,
"5858","06","037","570701","3","060375707013",Block Group 3,G5030,S,"184641","0","+33.8486998","-118.1518791",,,,,
"5859","06","037","570701","4","060375707014",Block Group 4,G5030,S,"208623","1953","+33.8522791","-118.1518825",,,,,
"5860","06","037","570800","2","060375708002",Block Group 2,G5030,S,"322760","0","+33.8503499","-118.1274524",,,,,
"5861","06","037","570701","5","060375707015",Block Group 5,G5030,S,"682759","0","+33.8570425","-118.1513715",,,,,
"5862","06","037","570702","1","060375707021",Block Group 1,G5030,S,"353297","0","+33.8504536","-118.1573139",,,,,
"5863","06","037","570702","2","060375707022",Block Group 2,G5030,S,"323255","0","+33.8507155","-118.1620237",,,,,
"5864","06","037","570800","3","060375708003",Block Group 3,G5030,S,"536095","705","+33.8503603","-118.1319303",,,,,
"5865","06","037","574100","1","060375741001",Block Group 1,G5030,S,"349021","0","+33.8154455","-118.1141280",,,,,
"5866","06","037","574100","2","060375741002",Block Group 2,G5030,S,"425996","0","+33.8145776","-118.1188803",,,,,
"5867","06","037","574202","2","060375742022",Block Group 2,G5030,S,"973678","0","+33.8021942","-118.1455361",,,,,
"5868","06","037","574100","3","060375741003",Block Group 3,G5030,S,"326272","0","+33.8147742","-118.1233091",,,,,
"5869","06","037","574100","5","060375741005",Block Group 5,G5030,S,"313798","2987","+33.8170872","-118.1295100",,,,,
"5870","06","037","574201","1","060375742011",Block Group 1,G5030,S,"323288","15561","+33.8078187","-118.1297275",,,,,
"5871","06","037","574201","2","060375742012",Block Group 2,G5030,S,"362329","0","+33.8047255","-118.1296010",,,,,
"5872","06","037","574201","3","060375742013",Block Group 3,G5030,S,"274466","0","+33.8006117","-118.1311358",,,,,
"5873","06","037","574201","4","060375742014",Block Group 4,G5030,S,"319004","0","+33.7982939","-118.1283584",,,,,
"5874","06","037","574300","1","060375743001",Block Group 1,G5030,S,"272739","11859","+33.8075633","-118.1170627",,,,,
"5875","06","037","574300","2","060375743002",Block Group 2,G5030,S,"493620","18234","+33.8081854","-118.1226563",,,,,
"5876","06","037","574300","4","060375743004",Block Group 4,G5030,S,"491671","0","+33.8004289","-118.1184848",,,,,
"5877","06","037","574400","5","060375744005",Block Group 5,G5030,S,"478741","20496","+33.8072401","-118.1098194",,,,,
"5878","06","037","574300","5","060375743005",Block Group 5,G5030,S,"271838","0","+33.7974248","-118.1129675",,,,,
"5879","06","037","554101","2","060375541012",Block Group 2,G5030,S,"281713","0","+33.8901665","-118.1234249",,,,,
"5880","06","037","554404","2","060375544042",Block Group 2,G5030,S,"519213","0","+33.8719079","-118.1295230",,,,,
"5881","06","037","554511","1","060375545111",Block Group 1,G5030,S,"2038666","36786","+33.8787767","-118.0361224",,,,,
"5882","06","037","554512","1","060375545121",Block Group 1,G5030,S,"2553422","0","+33.8803307","-118.0551647",,,,,
"5883","06","037","554512","2","060375545122",Block Group 2,G5030,S,"1279790","0","+33.8696129","-118.0551737",,,,,
"5884","06","037","554514","1","060375545141",Block Group 1,G5030,S,"469013","0","+33.8782965","-118.0692402",,,,,
"5885","06","037","554514","2","060375545142",Block Group 2,G5030,S,"539789","0","+33.8747481","-118.0723453",,,,,
"5886","06","037","554514","3","060375545143",Block Group 3,G5030,S,"497738","0","+33.8694817","-118.0671316",,,,,
"5887","06","037","574300","6","060375743006",Block Group 6,G5030,S,"300224","0","+33.7942391","-118.1123432",,,,,
"5888","06","037","574300","7","060375743007",Block Group 7,G5030,S,"348269","0","+33.7907554","-118.1125129",,,,,
"5889","06","037","574400","1","060375744001",Block Group 1,G5030,S,"789097","835","+33.8070222","-118.0951114",,,,,
"5890","06","037","574400","2","060375744002",Block Group 2,G5030,S,"939566","18416","+33.7997500","-118.0946102",,,,,
"5891","06","037","574400","3","060375744003",Block Group 3,G5030,S,"305480","0","+33.8035911","-118.1042716",,,,,
"5892","06","037","574400","4","060375744004",Block Group 4,G5030,S,"553294","29493","+33.7992119","-118.1085934",,,,,
"5893","06","037","574500","1","060375745001",Block Group 1,G5030,S,"616621","0","+33.7922531","-118.0952754",,,,,
"5894","06","037","574500","2","060375745002",Block Group 2,G5030,S,"850867","125905","+33.7812285","-118.0995211",,,,,
"5895","06","037","570901","3","060375709013",Block Group 3,G5030,S,"385538","0","+33.8502849","-118.1050126",,,,,
"5896","06","037","574500","3","060375745003",Block Group 3,G5030,S,"492463","29215","+33.7848674","-118.1050118",,,,,
"5897","06","037","570800","4","060375708004",Block Group 4,G5030,S,"259101","0","+33.8588018","-118.1380974",,,,,
"5898","06","037","570800","5","060375708005",Block Group 5,G5030,S,"946399","0","+33.8520082","-118.1380823",,,,,
"5899","06","037","570901","1","060375709011",Block Group 1,G5030,S,"436620","0","+33.8537566","-118.1043655",,,,,
"5900","06","037","570901","4","060375709014",Block Group 4,G5030,S,"202599","0","+33.8484250","-118.1132396",,,,,
"5901","06","037","570901","5","060375709015",Block Group 5,G5030,S,"341430","0","+33.8511521","-118.1119456",,,,,
"5902","06","037","574601","1","060375746011",Block Group 1,G5030,S,"1296738","0","+33.7837945","-118.1148010",,,,,
"5903","06","037","570902","1","060375709021",Block Group 1,G5030,S,"286142","0","+33.8558056","-118.1192126",,,,,
"5904","06","037","570902","2","060375709022",Block Group 2,G5030,S,"418066","0","+33.8495470","-118.1205192",,,,,
"5905","06","037","570902","3","060375709023",Block Group 3,G5030,S,"351596","0","+33.8555173","-118.1232651",,,,,
"5906","06","037","574602","1","060375746021",Block Group 1,G5030,S,"568336","16243","+33.7757438","-118.1050845",,,,,
"5907","06","037","574800","1","060375748001",Block Group 1,G5030,S,"489889","0","+33.7843033","-118.1255658",,,,,
"5908","06","037","214100","2","060372141002",Block Group 2,G5030,S,"494378","0","+34.0757609","-118.3370715",,,,,
"5909","06","037","214100","3","060372141003",Block Group 3,G5030,S,"203390","0","+34.0699803","-118.3394033",,,,,
"5910","06","037","214100","4","060372141004",Block Group 4,G5030,S,"227835","0","+34.0736097","-118.3418587",,,,,
"5911","06","037","214400","1","060372144001",Block Group 1,G5030,S,"130597","0","+34.0781774","-118.3547750",,,,,
"5912","06","037","214400","2","060372144002",Block Group 2,G5030,S,"106545","0","+34.0783717","-118.3576609",,,,,
