fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"7531","06","083","002012","06083002012","20.12",Census Tract 20.12,G5020,S,"3299007","0","+34.8679050","-120.4440080",,,,,
"7532","06","067","008907","06067008907","89.07",Census Tract 89.07,G5020,S,"1542548","0","+38.6120369","-121.2817018",,,,,
"7533","06","067","008908","06067008908","89.08",Census Tract 89.08,G5020,S,"2218451","0","+38.6063736","-121.2771388",,,,,
"7534","06","067","008909","06067008909","89.09",Census Tract 89.09,G5020,S,"2685865","203779","+38.5972308","-121.3242593",0.000900268628542388,0.000827129859387924,"Census Tract 89.09, Sacramento County, California","2418","2"
"7535","06","067","008702","06067008702","87.02",Census Tract 87.02,G5020,S,"3107819","213093","+38.6306876","-121.2455336",,,,,
"7536","06","065","042512","06065042512","425.12",Census Tract 425.12,G5020,S,"1603323","0","+33.9191537","-117.2567772",,,,,
"7537","06","077","003216","06077003216","32.16",Census Tract 32.16,G5020,S,"924691","29388","+38.0244365","-121.3526635",,,,,
"7538","06","019","005911","06019005911","59.11",Census Tract 59.11,G5020,S,"3660894","0","+36.7942655","-119.6500717",0.00147423006511524,0.000185288123031314,"Census Tract 59.11, Fresno County, California","5397","1"
"7539","06","019","005909","06019005909","59.09",Census Tract 59.09,G5020,S,"3229963","0","+36.8105995","-119.6540080",,,,,
"7540","06","019","005907","06019005907","59.07",Census Tract 59.07,G5020,S,"2642125","31261","+36.8282804","-119.6590490",0.00132620523253063,0.000285388127853881,"Census Tract 59.07, Fresno County, California","3504","1"
"7541","06","019","006202","06019006202","62.02",Census Tract 62.02,G5020,S,"16717015","0","+36.7181290","-119.5325383",0.000377519551187817,0.0587862462367295,"Census Tract 62.02, Fresno County, California","6311","371"
"7542","06","095","250105","06095250105","2501.05",Census Tract 2501.05,G5020,S,"3447807","0","+38.1295440","-122.2141820",,,,,
"7543","06","083","003005","06083003005","30.05",Census Tract 30.05,G5020,S,"2570683","0","+34.4366709","-119.7840790",,,,,
"7544","06","083","001905","06083001905","19.05",Census Tract 19.05,G5020,S,"323726450","180279","+34.7043400","-120.0260903",7.94189044484935e-06,0.00855698171917542,"Census Tract 19.05, Santa Barbara County, California","2571","22"
"7545","06","083","002205","06083002205","22.05",Census Tract 22.05,G5020,S,"1117872","0","+34.9638747","-120.4280342",,,,,
"7546","06","065","044000","06065044000","440",Census Tract 440,G5020,S,"2371701","0","+33.9269395","-116.9768263",,,,,
"7547","06","065","044101","06065044101","441.01",Census Tract 441.01,G5020,S,"1628524","0","+33.9266791","-116.8942771",,,,,
"7548","06","065","044102","06065044102","441.02",Census Tract 441.02,G5020,S,"1297274","0","+33.9307499","-116.8940377",0.00232872932009737,0.00033101621979477,"Census Tract 441.02, Riverside County, California","3021","1"
"7549","06","095","250605","06095250605","2506.05",Census Tract 2506.05,G5020,S,"3023609","1142758","+38.0700529","-122.2027379",,,,,
"7550","06","095","250604","06095250604","2506.04",Census Tract 2506.04,G5020,S,"2101542","632042","+38.0669068","-122.2199821",0.00183769822349494,0.000776799585706888,"Census Tract 2506.04, Solano County, California","3862","3"
"7551","06","095","250103","06095250103","2501.03",Census Tract 2501.03,G5020,S,"2017327","1216","+38.1164727","-122.2218481",,,,,
"7552","06","095","252311","06095252311","2523.11",Census Tract 2523.11,G5020,S,"7974065","22168","+38.2949139","-122.0506429",,,,,
"7553","06","065","044103","06065044103","441.03",Census Tract 441.03,G5020,S,"7693920","0","+33.9368731","-116.9288039",0.000740194855158359,0.00122914837576822,"Census Tract 441.03, Riverside County, California","5695","7"
"7554","06","083","002101","06083002101","21.01",Census Tract 21.01,G5020,S,"1384070","0","+34.9494695","-120.4266148",,,,,
"7555","06","083","002102","06083002102","21.02",Census Tract 21.02,G5020,S,"1352555","0","+34.9421111","-120.4267768",0.00165834291396653,0.00445831475702185,"Census Tract 21.02, Santa Barbara County, California","2243","10"
"7556","06","019","005516","06019005516","55.16",Census Tract 55.16,G5020,S,"2367739","0","+36.8703229","-119.7636750",,,,,
"7557","06","019","006502","06019006502","65.02",Census Tract 65.02,G5020,S,"14521582","0","+36.6466582","-119.3274871",0.000307335660811611,0.00649787138695944,"Census Tract 65.02, Fresno County, California","4463","29"
"7558","06","083","002103","06083002103","21.03",Census Tract 21.03,G5020,S,"2840886","4922","+34.9306689","-120.4270588",,,,,
"7559","06","083","002013","06083002013","20.13",Census Tract 20.13,G5020,S,"7226487","9757","+34.8835980","-120.4779852",,,,,
"7560","06","013","380000","06013380000","3800",Census Tract 3800,G5020,S,"6183658","7310701","+37.8978024","-122.3577078",0.00103110488969474,0.000313676286072773,"Census Tract 3800, Contra Costa County, California","6376","2"
"7561","06","013","368002","06013368002","3680.02",Census Tract 3680.02,G5020,S,"657214","0","+37.9610553","-122.3520991",,,,,
"7562","06","065","046103","06065046103","461.03",Census Tract 461.03,G5020,S,"7849132","0","+33.6249027","-114.5972328",0.000452024504110773,0.00112739571589628,"Census Tract 461.03, Riverside County, California","3548","4"
"7563","06","047","000203","06047000203","2.03",Census Tract 2.03,G5020,S,"4759408","0","+37.4290665","-120.7838842",0.00212022167462844,0.00198196412644931,"Census Tract 2.03, Merced County, California","10091","20"
"7564","06","047","002600","06047002600","26",Census Tract 26,G5020,S,"46246558","0","+37.2896248","-120.4047836",0.000118538551560962,0.00510762495439621,"Census Tract 26, Merced County, California","5482","28"
"7565","06","047","002500","06047002500","25",Census Tract 25,G5020,S,"516711310","2516832","+37.4990880","-120.4694335",4.3699449892049e-06,0.337023914968999,"Census Tract 25, Merced County, California","2258","761"
"7566","06","077","003312","06077003312","33.12",Census Tract 33.12,G5020,S,"576525","0","+37.9956880","-121.3014143",,,,,
"7567","06","077","003409","06077003409","34.09",Census Tract 34.09,G5020,S,"1393206","0","+38.0025905","-121.2851821",0.00305769570329154,0.000469483568075117,"Census Tract 34.09, San Joaquin County, California","4260","2"
"7568","06","077","004501","06077004501","45.01",Census Tract 45.01,G5020,S,"2377138","79879","+38.1434699","-121.2583284",0.00103780260127935,0.000405350628293474,"Census Tract 45.01, San Joaquin County, California","2467","1"
"7569","06","083","002206","06083002206","22.06",Census Tract 22.06,G5020,S,"1341423","0","+34.9567334","-120.4265923",,,,,
"7570","06","083","002209","06083002209","22.09",Census Tract 22.09,G5020,S,"1098382","0","+34.9729700","-120.4307367",,,,,
"7571","06","083","002210","06083002210","22.10",Census Tract 22.10,G5020,S,"2330407","377175","+34.9705531","-120.4186966",,,,,
"7572","06","083","002304","06083002304","23.04",Census Tract 23.04,G5020,S,"1304263","0","+34.9568972","-120.4446530",,,,,
"7573","06","083","002305","06083002305","23.05",Census Tract 23.05,G5020,S,"1308766","0","+34.9714322","-120.4444646",,,,,
"7574","06","077","005135","06077005135","51.35",Census Tract 51.35,G5020,S,"15557325","0","+37.8444013","-121.2384971",0.00050085731319491,0.000385010266940452,"Census Tract 51.35, San Joaquin County, California","7792","3"
"7575","06","019","006501","06019006501","65.01",Census Tract 65.01,G5020,S,"47352134","0","+36.6086830","-119.3447256",0.00013940237624771,0.00924102408725951,"Census Tract 65.01, Fresno County, California","6601","61"
"7576","06","019","006604","06019006604","66.04",Census Tract 66.04,G5020,S,"2400007","0","+36.6045254","-119.4393739",,,,,
"7577","06","007","001702","06007001702","17.02",Census Tract 17.02,G5020,S,"34452112","1508","+39.8276931","-121.6190201",0.000188406446606234,0.0238792173779079,"Census Tract 17.02, Butte County, California","6491","155"
"7578","06","007","001800","06007001800","18",Census Tract 18,G5020,S,"12111235","0","+39.7820115","-121.6117464",0.000456848537742022,0.291885053316465,"Census Tract 18, Butte County, California","5533","1615"
"7579","06","007","002000","06007002000","20",Census Tract 20,G5020,S,"7168115","2216","+39.7589033","-121.5862872",0.000787933787334606,0.0437322946175637,"Census Tract 20, Butte County, California","5648","247"
"7580","06","007","002300","06007002300","23",Census Tract 23,G5020,S,"75520715","2019287","+39.6722796","-121.5902502",6.68823116942153e-05,0.0485052464858444,"Census Tract 23, Butte County, California","5051","245"
"7581","06","007","003200","06007003200","32",Census Tract 32,G5020,S,"39386033","37114","+39.4297440","-121.5309393",0.00010673834554498,0.83325404376784,"Census Tract 32, Butte County, California","4204","3503"
"7582","06","007","002400","06007002400","24",Census Tract 24,G5020,S,"1106595462","45216025","+39.6655389","-121.3519555",4.26985304228547e-06,0.797671957671958,"Census Tract 24, Butte County, California","4725","3769"
"7583","06","007","001500","06007001500","15",Census Tract 15,G5020,S,"350563066","3546626","+39.5937898","-121.8461303",1.60769931194064e-05,0.108410220014194,"Census Tract 15, Butte County, California","5636","611"
"7584","06","007","003400","06007003400","34",Census Tract 34,G5020,S,"39266885","497865","+39.3453317","-121.6578142",8.39893462392039e-05,0.10794420861128,"Census Tract 34, Butte County, California","3298","356"
"7585","06","007","002200","06007002200","22",Census Tract 22,G5020,S,"136482657","32728","+39.6746850","-121.6824752",3.99318134611052e-05,0.0455045871559633,"Census Tract 22, Butte County, California","5450","248"
"7586","06","007","001600","06007001600","16",Census Tract 16,G5020,S,"558507620","185661","+39.9159943","-121.6670307",8.00168133784817e-06,0.106511523830835,"Census Tract 16, Butte County, California","4469","476"
"7587","06","007","003600","06007003600","36",Census Tract 36,G5020,S,"330874032","897548","+39.4540994","-121.7723641",1.28447674612313e-05,0.110352941176471,"Census Tract 36, Butte County, California","4250","469"
"7588","06","007","002700","06007002700","27",Census Tract 27,G5020,S,"13027059","341514","+39.5228736","-121.5269312",0.000423426346652763,1.99474256707759,"Census Tract 27, Butte County, California","5516","11003"
"7589","06","065","031502","06065031502","315.02",Census Tract 315.02,G5020,S,"2573375","0","+33.9399352","-117.4429740",0.00312119298586487,0.000373505976095618,"Census Tract 315.02, Riverside County, California","8032","3"
"7590","06","065","045103","06065045103","451.03",Census Tract 451.03,G5020,S,"23062278","383374","+33.7425095","-116.4468886",,,,,
"7591","06","065","046404","06065046404","464.04",Census Tract 464.04,G5020,S,"10645120","0","+33.6510929","-117.2771726",0.000594450790597006,0.00015802781289507,"Census Tract 464.04, Riverside County, California","6328","1"
"7592","06","033","000802","06033000802","8.02",Census Tract 8.02,G5020,S,"3252244","1828931","+38.9565553","-122.6403151",0.0014005714208405,0.0884742041712404,"Census Tract 8.02, Lake County, California","4555","403"
"7593","06","095","252310","06095252310","2523.10",Census Tract 2523.10,G5020,S,"24787034","23108","+38.3003328","-122.0817683",0.000118650742965052,0.00476028561713703,"Census Tract 2523.10, Solano County, California","2941","14"
"7594","06","095","252313","06095252313","2523.13",Census Tract 2523.13,G5020,S,"7129307","9535","+38.3036981","-122.0262255",,,,,
"7595","06","095","252312","06095252312","2523.12",Census Tract 2523.12,G5020,S,"1619618","0","+38.2753544","-122.0561706",,,,,
"7596","06","095","252611","06095252611","2526.11",Census Tract 2526.11,G5020,S,"943238","0","+38.2638850","-122.0138480",,,,,
"7597","06","095","252911","06095252911","2529.11",Census Tract 2529.11,G5020,S,"4223935","16755","+38.3695164","-121.9443944",,,,,
"7598","06","081","601501","06081601501","6015.01",Census Tract 6015.01,G5020,S,"717017","0","+37.6750754","-122.4856364",,,,,
"7599","06","081","601502","06081601502","6015.02",Census Tract 6015.02,G5020,S,"816587","0","+37.6691797","-122.4783648",,,,,
"7600","06","081","601603","06081601603","6016.03",Census Tract 6016.03,G5020,S,"1180418","0","+37.6554797","-122.4609946",,,,,
"7601","06","065","041411","06065041411","414.11",Census Tract 414.11,G5020,S,"883368","0","+33.8784711","-117.5159889",,,,,
"7602","06","083","002306","06083002306","23.06",Census Tract 23.06,G5020,S,"23452762","510048","+34.9700342","-120.4670478",0.000405666505292639,0.000315324784528064,"Census Tract 23.06, Santa Barbara County, California","9514","3"
"7603","06","065","041412","06065041412","414.12",Census Tract 414.12,G5020,S,"2153670","0","+33.8857496","-117.5057517",,,,,
"7604","06","065","041702","06065041702","417.02",Census Tract 417.02,G5020,S,"1521714","0","+33.8674156","-117.5765290",,,,,
"7605","06","065","041704","06065041704","417.04",Census Tract 417.04,G5020,S,"915653","0","+33.8770105","-117.5781629",,,,,
"7606","06","065","041803","06065041803","418.03",Census Tract 418.03,G5020,S,"3316452","0","+33.8367881","-117.5829593",,,,,
"7607","06","037","267502","06037267502","2675.02",Census Tract 2675.02,G5020,S,"434714","0","+34.0375502","-118.4621616",,,,,
"7608","06","067","009316","06067009316","93.16",Census Tract 93.16,G5020,S,"1280254","0","+38.4780935","-121.3810288",,,,,
"7609","06","067","009317","06067009317","93.17",Census Tract 93.17,G5020,S,"2722159","0","+38.4645470","-121.3784573",,,,,
"7610","06","067","009318","06067009318","93.18",Census Tract 93.18,G5020,S,"1330305","0","+38.4778971","-121.3993657",,,,,
"7611","06","067","009319","06067009319","93.19",Census Tract 93.19,G5020,S,"2327857","0","+38.4699141","-121.4036544",,,,,
"7612","06","067","009309","06067009309","93.09",Census Tract 93.09,G5020,S,"2096555","0","+38.4008878","-121.3774487",,,,,
"7613","06","067","009310","06067009310","93.10",Census Tract 93.10,G5020,S,"5180180","0","+38.3944915","-121.3620314",0.00149299831279994,0.000258598396689941,"Census Tract 93.10, Sacramento County, California","7734","2"
"7614","06","067","009311","06067009311","93.11",Census Tract 93.11,G5020,S,"6301868","0","+38.4728810","-121.3529406",,,,,
"7615","06","067","009320","06067009320","93.20",Census Tract 93.20,G5020,S,"1663289","0","+38.4604893","-121.4033430",,,,,
"7616","06","073","007702","06073007702","77.02",Census Tract 77.02,G5020,S,"649282","0","+32.7898130","-117.2350064",,,,,
"7617","06","073","020308","06073020308","203.08",Census Tract 203.08,G5020,S,"1190340","0","+33.1374282","-117.0980328",,,,,
"7618","06","083","002402","06083002402","24.02",Census Tract 24.02,G5020,S,"16299253","33795","+34.9287963","-120.4780833",0.000784575833015169,0.00633406318423522,"Census Tract 24.02, Santa Barbara County, California","12788","81"
"7619","06","083","002404","06083002404","24.04",Census Tract 24.04,G5020,S,"1315503","0","+34.9423293","-120.4448288",,,,,
"7620","06","067","009321","06067009321","93.21",Census Tract 93.21,G5020,S,"1783127","0","+38.4601607","-121.3889396",,,,,
"7621","06","077","005207","06077005207","52.07",Census Tract 52.07,G5020,S,"43639719","39514","+37.7290901","-121.5054158",0.000320969069484613,0.000214178624973228,"Census Tract 52.07, San Joaquin County, California","14007","3"
"7622","06","077","005209","06077005209","52.09",Census Tract 52.09,G5020,S,"4143418","0","+37.7086221","-121.4243343",0.00178282760754527,0.000135372952484094,"Census Tract 52.09, San Joaquin County, California","7387","1"
"7623","06","019","006603","06019006603","66.03",Census Tract 66.03,G5020,S,"1851157","97487","+36.6073772","-119.4571017",,,,,
"7624","06","019","008501","06019008501","85.01",Census Tract 85.01,G5020,S,"21328310","0","+36.5887994","-119.5492976",0.000193780004135349,0.019356399709654,"Census Tract 85.01, Fresno County, California","4133","80"
"7625","06","019","008502","06019008502","85.02",Census Tract 85.02,G5020,S,"11032695","0","+36.6214407","-119.5507133",0.000828990559423604,0.00492018368685764,"Census Tract 85.02, Fresno County, California","9146","45"
"7626","06","019","002903","06019002903","29.03",Census Tract 29.03,G5020,S,"1292237","6153","+36.7390889","-119.7262432",,,,,
"7627","06","081","609800","06081609800","6098",Census Tract 6098,G5020,S,"2047956","0","+37.4721970","-122.2530410",,,,,
"7628","06","065","044200","06065044200","442",Census Tract 442,G5020,S,"4080730","0","+33.9357994","-116.8679888",0.00160535002315762,0.000305296901236452,"Census Tract 442, Riverside County, California","6551","2"
"7629","06","065","044509","06065044509","445.09",Census Tract 445.09,G5020,S,"2270917","0","+33.9650257","-116.5060565",,,,,
"7630","06","065","044602","06065044602","446.02",Census Tract 446.02,G5020,S,"2596842","0","+33.8376124","-116.5369071",,,,,
"7631","06","065","044604","06065044604","446.04",Census Tract 446.04,G5020,S,"3136508","0","+33.8540687","-116.5205082",,,,,
"7632","06","065","044701","06065044701","447.01",Census Tract 447.01,G5020,S,"2606686","0","+33.8231858","-116.5194219",,,,,
"7633","06","065","042621","06065042621","426.21",Census Tract 426.21,G5020,S,"2625610","0","+33.9319935","-117.2002245",,,,,
